NAME,TITLE,RATING,REVIEW
shailesh,"
Below average....
",4,"

  I m writing this review after one Day of usage...The phn becomes very hot after few minutes of usage...even at the charging tym it becomes hot...And the phn processing speed is less than average...Fingerprint sensor and face unlock sensor is too less than average...My last opinion is that.... don't do for this phn at this price..you may get much bettter phn at this price of another brand

"
surojit das,"
Internet connection issue.
",5,"

  Worst phone ever I have purchased. Battery is avg. Camera is good. Main thing is internet connection. You have good network but suddenly your internet will stop working. And this thing happens every 10-15 min. It's irritating. You will lost your focus and interest on your work if you are dependent upon hotspot of this phone. Buy it only for photography and video. Rest is your choice.

"
Abhinav anand,"
Good but with bug - screen freezes
",1,"

  It's been 5 months and everything seems fine except that the phone freezes by itself.6GB RAM was suppose to smoothen the experience but the phone had to be ""factory reset"" twice during this 5 months.Waiting for the update to fix this bug.

"
Anand singh,"
Overall Average Mobile Phone.
",3,"

  Battery back up is like 4000mah not as 6000mah because it is giving only one day battery backup.It is not expected from samsung brand.Camera is as usual from samsung.It is not like other companies phones camera which gives more attractive photos.Fingerprint sensor is not as fast as mentioned in features.Overall this mobile is average mobile. I expected more than this from Samsung.

"
Amazon Customer,"
Samsung M31 Waste of money
",1,"

  This Phn is totally waste of money and facing huge problem since I bought it. in one month its started hang and required continues  switch off & on. Later on added with auto restart while speaking on calls & then added with  Ghost touch issue.Why the phn was launch without quality checks ???? I don't know how much efforts I will put to get it replace or any other solution

"
Mahesh ,"
Samsung phone Moy advisable to buy
",3,"

  We need to handle any smartphone carefully, but Samsung phone we need to take utmost additional care because it has LED touch screen, my screen got damaged even when there is a temper glass within a 1.5 months time.. Now I need to change the display which cost close to 7k.. So my advise don't buy any Samsung phones unless u have confidence that u can hanlde or maintain them carefully

"
shamkant,"
Don't buy Samsung or Amazon will not help you
",3,"

  Camera is falthu, I am a samsung lover... but this defect Model is waste don't take it...camera just like front camera 2mega pixel....back camera is just 8mega pixel... and its don't  have replacement or refund option in amazon... Amazon customer service is waste no one helped me to digonsses mobile and my got waste am looking for replacement and Samsung need to keep the promise about features.... really waste mobile don't buy

"
kathiresan,"
Disappointment
",1,"

  Really disappointed by this phone. There are several little little bugs which make using this phone very irritating. Plus the battery life is not as good as they claim. Better go by Motorola. They have very sturdy & efficient phones.

"
Amazon Customer,"
Samsung M31 nope!!!!!
",1,"

  Don't go for this it bought this on 1st july get delivered on 6th in just 2 days on 9th its literally lagging even if u r typing or just scrolling apps......don't go behind so much review cahnnels i also bought after seeing so many review of this phone......this product is not good......it hangs a lot.......

"
Roopak Kalyani,"
Not worth buying
",1,"

  Only good thing in this phone is it's battery life... rest useless product... not worth money...Finger print reader is so bad that even if you have a little sweat or very little dust on your finger it'll not read...Lots of notifications... even if you turn off notifications for apps some will still appear...Camera quality is not good... even 8mp clicks better picture than its 64mp...

"
shailesh,"
Amazon looted company don't buy anything from this
",4,"

  Choose another one lot of things in this item not working as given in specification  camera quietly bad I am not recommending to anyone and one more I want to return it but Amazon looted company is not working from 6 August 2020 when 7 August was the last return date over all very bad experiences

"
surojit das,"
Screen are not gorilla glass 3 protected.
",5,"

  A good budget phone with monster battery but Samsung told they provide gorilla glass 3 protection on this phone display but my phone screen is damaged when I carry this in my pocket and I don't know how it is damaged but I'm very much sure they are not provide gorilla glass 3 protection, they are cheating with us and I want my money back very bad product on behalf of screen.

"
Pramod Rajput,"
No Charge when delivered... Having doubts.
",1,"

  This is the screen I got when I tried turning it on after unboxing. Looks like something is not right. Apps are not getting installed. Might be used or tampered..

"
Sudhanshu,"
Not a very good one.. But can be taken
",1,"

  Camera in low light is the biggest problem of this phone... In low light camera behaves like a 5MP camera.. Or lower than that... Features are good in a good light conditions..Overall.. It's only the choice left after boycott of Chinese products... So u can go for it... But before that u have  to be sure enough that this phones camera will make u cry sometimes... When u'll be in a low light scenario.. 😉

"
Abinash Acharya,"
Performance too bad
",1,"

  Phone is too slow, signal sensor weak ,wifi also not accessing speedly, charging its takes 3hrs, u con't play pubg with this processorNeed to improve finger sensor speedCamera quality ok in zoom not goodAfter full charge you can use for complete one day

"
Shikhar Yadav ,"
system problem
",1,"

  the m31 mobile and other all M series Mobile are so many Problems are occurred i think the this is a big problem of samsung M series mobiles but the company are the concentrated only sell the product but not solve this occurred problem so i sagest not bay M series mobiles.MY PROBLEM IS HANG MOBILE AUTOMATICALLY (I TRAY SO MANY TIME SOLVE THIS PROBLEM BUT NOT SOLVE MY PROBLEM)

"
suresh,"
Cons:- Hang, Camera and Charging
",3,"

  Features provided in this range are good. But this smartphone needs a lot improvement.  Writing this review after using for 20 days.Cons:-(1)- Only after 20 days, it started hanging. That's why giving 1★ rating.(2)64MP=24MP quality, neither it click natural photo nor it cud beautify. Sometimes you'll see blackish layer on the faces.(3) Charging is very slow.

"
Dinesh,"
Not worth for money
",1,"

  Performance wise it is no way near to Redmi.... I'm new to Samsung previously I used Redmi note 5 pro but Samsung experience is not that much good.... whith in one month mobile started to get hanging I didn't installed any app other than WhatsApp... mobile getting over heat while charging.... mobile body finish is not that much great... now I'm thinking to move to redmi note 9 pro...

"
S@m,"
Not satisfied with performance
",1,"

  This mobile features a very good display, camera and battery. But I am not satisfied with the performance after 20 days of usage.  Always have lagging issue.  I need to restart once or twice in a day.

"
sivayogananth,"
Genuine Review - Average phone
",1,"

  I got a used phone first, then got it replaced. Next time also, I got a used phone. Box was open. Probably seller is giving phone returned by someone. Battery will be working 8-9 hours only. Camera is not at all good. Many features are missing.

"
shailesh,"
One month old phone getting stuck
",4,"

  It has been less than a month and my phone is getting stuck already despite limited usage. Truly disspaointed in the product. I have been using samsung products all my life and they become slow and get stuck but with this phone with in a month usage its giving me trouble. Regret purchasing this phone. No aspect like camera bateerylife etc is any impressive. Go with other phone when given a choice

"
surojit das,"
তত ভালো  কিন্তু  নয় যত  ভালো  ভেবে  ছিলেম
",5,"

  Overall it is the best phone in this  times  for is V good  & batt is not so good  but ok  came is not much better than I thought  .

"
nandini,"
Not recommended due to Internet Connectivity issue.
",1,"

  The phone seems good but there are major issues of internet connectivity with this phone. Not just me but various forums are discussing this issue in this phone. Strictly not recommended.

"
Mrinmoy maiti,"
Worst experience
",1,"

  Within a month it started giving issues touch screen not working customer support is even worst did almost everything hard reboot, format Software update still no response

"
Hemang,"
camera quality is not good
",3,"

  Front camara is not with 32 mp. Its giving quality as 5 mp camara. Rear 64 mp camera not giving quality 64 mp its quality as 16 mp camara. I contacted service center and call sender however they are saying the quality is the same. Also within 3 month battery charging found fault however they have fixed the problem but thing that they have not provided new mobile

"
Vaibhav Mehta,"
Best multimedia phone ..
",1,"

  Pros :1.Best display in this price range2.Nice user interface3.better battery backup4.better camera don't compare with sony imx lenses5.Cons:1.poor build quality...2.some network issues with BSNL.3.No VOLTE available with BSNL4.No screen recorder option5.No easy  screenshot  option

"
Dharoji,"
Overall fine
",2,"

  Overall mobile phone is fine.Back camera is not too good really hurt my expectation.Front camera is really good. Battery life is fine but charging speed is slow.Display of phone is soo good and speed is really good. Overall under this budget mobile can do some improvements

"
MATHI.R,"
Hope it performs  satisfactorily in the long run
",3,"

  Video quality  and camera is the key feature...battery 6000mah is simply written doesn't  seems to be of that capacity as it drains out in a single day. Internet speed is little lower as compared to even lower budget phones of 10 to 12k. Overall not a superb product at this price range !! Had this been priced below 15k it's  worth

"
Raghuveer singh,"
Very bad video call experience even it is may be 1 MP cam.
",3,"

  Video call doesn't working properly. See quality of videocall. Actually it needs 1 rating. Even kindly provide need to change any settings for good quality cam while videocall. By seeing photos itself you may understand.

"
hemant rai,"
Not satisfied with Samsung this time. I used note 3  and later s4 . This is not so good
",3,"

  1.First internet is not working properly  I tried with WiFi and Airtel net .2. Camera is poor quality it’s not even 5 mp clarity3. Slightly heating problems we are just used for YouTube and WhatsApp video call4. Kindly note may be I got defect one , please check with more reviews

"
shailesh,"
Don't buy this Phone
",4,"

  I have made a mistake by buying this phone, worst part of it is its battery life and the power plugin point, battery takes to long to charge for an 18W fast charging point of view and finger print sensor is the worst that I've ever came across, 6 out of 10 times it doesn't work. The service centre of samsung doesn't provide necessary action.

"
surojit das,"
Good product but battery charging is slow and not seems 6000mah
",5,"

  Battery not seems 6000mah ,it looks like 3000mah, heating problem  as wel  as keypad  hangs  some time

"
Amazon Customer,"
Replace the phone
",1,"

  Wifi is not connecting to system I want to replace the phone more over amazon is slowly spoiling people's faith as the Amazon is sending second hand refurbished models to customers no problem we move to another e commerce like flip cart or snap deal in future  we never anything more in amazon

"
kanchan,"
Mobile is hanging
",2,"

  Mobile is not up to the mark and moreover and it is getting hanged continously.. really it's disgusting that with 6 GB ram and less number apps running, mobile is hanging. Moreover camera quality is not at all up to the mark atleast. When I try to make calls and use whatsapp also it's troubling me for that I need to switch off and switch on .Really not happy

"
thummaluru srinivasareddy,"
Don't buy M model of samsung
",3,"

  Hopeless product from samsung. I received the phone on 16th August, phone isn't responding when I try to charge the mobile from 24th August. Return policy closed on 23rd August. So only option was service center. Yesterday 28th August received from samsung center which was deposited on 25th. Now it has network problem and proxy sensor problem. I am frustrated with this Mobile.

"
Sai pavan,"
Ok ok product
",1,"

  Slow motion camera has many limitations you cannot control slow-motion frames.Night mode is below the mark. Battery backup is ok ok.To many unnecessary apps are preinstalled.Mic quality is also low.

"
Anuranjan Chakraborty,"
Not working , screen is not responding in less than 14 days from buying
",1,"

  bought by my wife  on 26 Jun I opened it on 4th July on my birthday. Return period laps on 6th July . It is not working since 9th July .very badNow it's been 14 aug Samsung has not yet repaired the phone and has once said it can not be repaired and ,they will refund me with a coupon of same amount but now today again they asked me for its screen pattern to again repair it .

"
abhijeet ghatage,"
Buggy phone
",1,"

  network bar rarely shows full coverage ...issue goes away temporarily  after network  reset.fingerprint reader is also not responsive most of the times.It has an ok camera...macro lens is a joke.Hope samsung fixes these issues in an update.

"
rajesh kumar sahu,"
Cheated
",3,"

  The phone actually worked for the first day next day it was hanged and was not able to use...Its working was good but on SECOND day it failed.The new M31 was bad for me .Did'nt expect this from samsung.so  i returned this .But still not refund this amount.this sellers are cheated for me.Amazon also not take any action.SO my money lost 15999rs.before i believed amazon security also.But we cannot believe now.

"
Sage,"
Changing my review today
",1,"

  I got my Galaxy M31 delivered on 13 March 2020. Today there was an update which unfortunately failed. Phone shows a blue screen with ""Downloading do not turn off target"" message and some error codes. Not able to use the phone for anything. It is sitting like a brick. IMMEDIATE HELP REQUIRED. Samsung website failing to address the issue. Refund/Replacement/Resolve.

"
shailesh,"
Faulty pice due to hardware issue
",4,"

  Mobile looks cool and slime to handle as samsung has upgrade a lot in it. But after 3 monts of use the mobile become faulty in its hardware. And when I approached the service center they charged me for the hardware installation although the mobile was in warrenty. Not happy with the service given by samsung customer

"
surojit das,"
Worst Samsung M31..Poor connectivity issues
",5,"

  Worst finger print sensor..Camera is not in high pixels as mentioned as 64MP even after set setting maximum resolution..Poor ñetwork connections, call connectivity issues, speaker issues..Hanging even it has 6gb ramMy J72016 is working excellently for the past 4.5 yrs..But this M31 is the worst one.Not worth for Rs16500..Reviewed after 24 days of usage

"
Sudeep P.,"
Risky buy!
",1,"

  In 45 days, I am experiencing speaker and mic problems.  Both have stopped working even though I handled the phone very carefully.  I also have a Samsung S8 and it's working fine since  2017.  So, is there there quality issues only with M31?  I hope they replace the faulty phone.  My family also uses a Vivi V15 for 1 year but it never gave problem like this Samsung M31.

"
Sudharsan Sankaranarayanan,"
Horrible internet speed and very slow charging
",2,"

  Very pathetic charger,it took app 2 hr to full charge which is very bad and irritating.I don't know which band and frequency Samsung is using, you can choose any operator but speed will irritate you . In samsung phones internet speed is the matter of research?Over all doesn't qualify for this price tag.

"
Kamalam Bhaskaran,"
worst mobile(samsung m31)
",1,"

  Im not satisfy this product when iam purchase in march 1st after 3days onwards till now my camera is not working,samsung online people are not supported there is no service center due to covid affect.Mobile also overheating.After servicing my mobile im using 1month after that mobile problem automatic switch off.I think amazon provide testing mobile to me.Every rupee is valuable these people play with me.

"
abhi,"
Specs can be misleading
",1,"

  Not as good as the specs suggest...At times the screen does not light up on pressing start button, takes a long time to move from there....Camera is not as good as the specs sound...

"
Amazon Customer,"
Worst camera I've ever seen in fifteen thousand plus phone
",3,"

  I purchased the product from Amazon..Let's start with one line...Don't buy this phone by looking at the specs...The camera quality of this phone is too bad..Dosen't look like a 64 mp camera...Worst camera I ever seen in a15000 plus phone... as per the specs front camera is 32 mp but its it's actually look like a 5 mp camera... again am saying the camera quality is worst...

"
Shabeer,"
Bad impacts  of big brand.....
",1,"

  1: 4K shoot not possible in this camera..Its shaking when you shoot 4K videos...2: Finger print area not useful,  can't  analyzed  your finger is it on or not.......3:battery  charger cable is too too too much short.....how chip think of sumsung products....I think it over all bed impacts  of big brand.....

"
Aneesh Krishnan,"
You can buy it for low sar rate
",3,"

  ProsGood displayLow sar rateBetter buildConsOk processor.Pubg lagCamera is not actually 64 mg pxLoud speaker would be better.Note:-please use silicon cover and screen guardAs it has bumb display , leads to damage.

"
sk aftab ahamed,"
Samsung M31 review
",3,"

  It hangs a lot seems ram is 4 gb not 6. Battery is also not that satisfactory. It seems that with time it will die down faster. While scrolling u feel it stucks whe typing also u feel little friction.some time if charged 100% at 8 am it goes for 24 hours some times for 14 hours

"
shailesh,"
Thickness of phone is very high compared to other phone
",4,"

  Sometimes phone is not power on rather than it showing zero battery although phone has charged. So you may face this kind of bug. It has 64 MP camera but performance not good and thickness of phone is very high compare to other phone which may be irritate you while you use phone. If you use phone with cover then it looks like very old and thickened phone. Main problem of this phone is its thickness.

"
surojit das,"
M31 - Very slow charging
",5,"

  We have received M31 and connected for the charging, it shows fast charging but taking 5-6 hrs to full charge, which should not be the case with new generation phones. Last year we bought M30s and on this phone charging is very fast it is fully getting charged in less than 3 hrs.I think there is a problem with charger or so. Need feedback and solutions from SAMSUNG.

"
Mayank Jagani,"
Samsung M31 - Mobile Touch is not working within 1 month
",1,"

  HiThis is very strange, I recently bought this mobile and its touch is not working intermediate, it starts working again.Didn't expect from Samsung.Thanks

"
Khushi Agrawal,"
West..product west.. my money west..my time
",3,"

  This  product  and this  company  westMy total  money  and time west7 days return  policy is there  but this company  not  expect  west productSome many times calling  customer service  but not useful . That's way bad lock  my time.friends don't  buy this product  don't west your money

"
Mariappan B,"
My review
",3,"

  Camera quality:Day time camera : Good,Night time camera: PoorFront camera: averageBattery life: Good,Finger print reader: GoodAt times, all calls blank

"
suresh,"
Mobile too much heating can not use it
",1,"

  Dear Amazon, delivery was before time, but the product delivered is worst quality.  2 days he was updating only and too much heating you can talk its upto that much level.I request you to replace the mobile.Than also if resolved pls send me diffrend upgrade model. Like Samsung M31s. I will pay the diffrence anount.Thanks and regardsShaikh abdul wahab

"
S Kishore Babu,"
Screen Broke out very easily
",1,"

  Its been just 1 month I purchased  this phone. It fell down from around 10 inches of height from the ground  and screen broke out.Now neither Amazon or Samsung  is providing  any kind of support.  Very disappointed  how come screen can break so easily.That was not expected from Samsung.They talk about gorilla protection  but seriously  Chinese  phones are more durable than this.

"
Abdul wahab,"
Not as per expectations
",3,"

  Battery life is not good as it is of 6k mah but work likes 4500mAh.Touch screen is not as good as other smartphones.Camera quality is not as mentioned and i guess you can find better camera in other phones for same range.Overall, less than expectations. Not good battery , camera and touch.I will say 3 star for this phone.

"
Amazon Customer,"
Good but heating issue
",1,"

  The phone is good in all aspects except the heating issue. While using the front camera like recording video or Whatsapp calls, the phone gets warm and then heated up very quickly. As advised by Amazon I visited Samsung service centre and they updated my phone software. Still, the issue is not resolved. I am planning to go for a replacement.

"
Amazon Customer,"
Phone hangs
",1,"

  This phone model has some technical glitch as I have experienced phone hanging several times. Battery backup is really impressive but the overall performance is below expectation. It hangs alot and this has been happening since I have updated the new software version.

"
shailesh,"
Not having  secure folder.
",4,"

  I am completely  being cheated by Samsung  I have paid 19500 to buy this phone but I have been badly cheated. I was a great friend  of Samsung. But now they have deceived  me badly by not providing  the secure folder,which irritates me a lot and I am return it back. By paying this hefty amount  I would have purchased  note 9 pro, but choose m31. But I was in utter mistake.

"
surojit das,"
Don't buy.
",5,"

  Writing this after using for 4 months , to be precise I will not encourage anyone to buy samsung phone reasons started lagging, poor network, processor is average. Have used Vivo before this I have not experienced phone hanging in between operations for 2 years. Even while typing there is a lag. Advice not to choose the brand.

"
TOUFEEQ AHMAD LONE,"
Waste of money worst service from Amazon
",1,"

  Please don't by this productI am really unhappy with this product its hanging camera quality not so good and even facing problem with mobile signalNo replacement no return for this product in Amazon I think it's better go and buy products in any store rather than Amazon  very worst support

"
Angappan,"
Huge battery , okay phone.
",1,"

  Lil big and heavy. Samsung should have given 30w charger,  cos  on 15w it takes 4 hrs to charge . Camera is good, not very fine . Okay  for 15k, don't expect more.

"
venkat,"
Pathetic buy
",2,"

  I have not seen a phone with that much erratic  charging. Sometimes it takes 3-4 hours and sometimes longer than that. I have done all I could like restarting, closing background apps, closing location and syncing. I feel terrible about buying this phone earlier I got a defected piece which I have returned and now again I am frustratingly disappointed. Also, I think the camera quality is not like 64 megapixel especially macro lens.

"
Chetan Shah,"
Don't buy samsung galaxy m31. It is a worst mobile.
",1,"

  Worst mobile I have seen. Camera quality is worst, phone resolution is worst, battery backup is nill, sim is not recognised. Battery is draining with in 3-4hours without using. This is the worst experience from Amazon to receive such kind of mobile--samsung galaxy m31.

"
Amit Kumar,"
Don't buy
",3,"

  Please don't buy it. Useless phone. In one month too much lacking l,struck when opening camera, keypad hang when texting. Now i am facing this much lack than think what will be situation of this phone after few month my opinion is Any one planing to buy than dont buy specialy m series phone i also complaint by main about this but reply is please visit samsung store only. No genuine reply.

"
govardhanachary.maroju,"
Ear phone not incuded
",1,"

  Ear phone not included, normally it has to be...USB cable head not appropriate to hold the mobile while charging..seems to be a duplicate product by the seller..I'm not happy with the seller. So only 3 star.

"
Akshay,"
Worst product
",1,"

  Worst productIm not expect this type of quality in Samsung totally waste n money also wasteToo many times contact customer care bi response abt my complaint irresponsible guysMy time n money wasteTill now I'm try to replace but no use

"
sunel,"
Worst services by samsung and amezon
",1,"

  Phone is automatically switch off and couldn't on, because of this forcefully i have reset my mobile and all data is lost.I contacted to samsung customer care services but I didn't get any polite response from them. I really very sad about this phone. Also I can't able to contact with Amazon customer care. The customer service of Amazon should be easily assessable.

"
shailesh,"
Call goes on hold frequently
",4,"

  While talking, phone goes on hold almost all the times.. hold option is at such a place on screen that it gets toch by cheek automatically..have to use earphones all the times for using this phone..This is a big drawback

"
surojit das,"
Average phone.worth should be 14k for m31 6 64 gb
",5,"

  80 cm charging cable length. Battery discharge rate 1% in 7 mins on net surfing or video viewing. Third class front camera like 1.8 MP.  Average rear camera. Phone has problems in identifying actual colors.super slow charging.100% in about 145 mins

"
Arpit Agrawal,"
No Sound
",1,"

  Hi,There is no sound in the phone, we tried all the options and even followed the steps mentioned in all the various samsung sites. Seems lots of people have same issues, we tried resetting to factory default, update software to latest, run in Safe mode but nothing worked. So unfortunately we have to return the phone and get the one which works or different model altogether.

"
sourav anand,"
Phone charger not working on 10th day of usage
",3,"

  After 10 days of usage, phone charger is not working. Charger is burnt (internal parts) after plugging it for charging. This incident happened on 6/Sep/2020. Approached service center in Kolar, Karnataka today i.e. 7/Sep/2020 and did not get any replacement. Service center have asked 3 days time to provide the replacement.Not at all happy with product performance.

"
Shagoon Sood,"
Performance is low ,Audio output is less when put on speaker
",1,"

  firstly I went for it for 6GB RAM . But as the processor is Samsung's own  which when compared to snapdragon is  less performant . As a whole  It has good Camera,Battery but performance is not up to the mark.The ear piece mic and the  loud speaker are very bad

"
Amazon Customer,"
Good phone but battery life bad.
",1,"

  Good phone but battery life is not good. I have to charge 3 times a day despite putting in saving mode. 6000 mah is a joke. It's like 2500/3000 mah.

"
Lakshmi,"
Battery backup only 5 hours and phone not fast  charge
",1,"

  This phone hang a lot when im gonna play video songs on YouTube but the screen touch not respond this is too bad experience of my first sumsung phone and camera quality is good but not excellent and my m31 6gb  and 64gb charing time to 0 to 100% take 5 hours to full and run only 5 to 6 hours on YouTube this is so disappointing sumsung have to do some good work on his mid range phones

"
Neeraj Sharma,"
Samsung Galaxy M31 in 3 months
",2,"

  Ok as i am concerned. I bought this Galaxy m31 mainly looking into its camera and battery. To be truthful, yeah the battery is pretty good which is off 6000 mah monster cause you can use this for 1 day + of an average user. And the camera to be honest. I didnt like it very much, yes it is off 64 mp and all but it didnt have that much effect on, when i compared with the advertisements...

"
Laviensh,"
Not up to the mark as claimed.,
",3,"

  Not up to the mark, battery charging is longer than expected, doesn't take real photo, photo quality is poor, bit slower. See other options.

"
Akil.Saji,"
Not happy with samsung m31
",1,"

  Not happy with samsung m31.It isn't worth 17k.Battery life not grtWhen we receive whatsup or zoom calls and if we r in different screen, no option is seen to pickup the call...this is really frustrating.Also the volume...its pathetic.

"
shailesh,"
Not satisfied with the performance
",4,"

  Was not at all satisfied with the product. This product did not meet the expectations. Went by the users review and got the phone. But personal experience did not go well. Frequently gets hanged. 6gb RAM should owe even more, but this product did not turn up like that. If there is any software bug, I personally request for the update of the software atleast by the next version.Pros - camera quality is good

"
surojit das,"
Upset worst screen and waste investing on it
",5,"

  After one month using this mobile when only once it has drop down frm my 7yr child hand the screen has been broken I mean to say that if the mob having gorilla glass and it has not dropped from 3ft height how it would broke.

"
Sharath,"
Buy this one if you are interested else skip
",1,"

  Good Package.No damage or scratches.Camera not good for night mode.Looks good for hd movie screen.Power battery.Charger adopter not looks good.The charger cable length is less.Feather touch.Superb security options.Play store does not show notifications for app upgrade.Not feeling good on holding this phone.

"
Saifuddin Munavver,"
Mega waste
",2,"

  Mega monster i like this name but the phone totally waste..Display is good and we all know samsung provide good display quality and battery is okayCamera performance is not good i suggest if you have plan to huy this phone don't buy this mega monster..better to buy other model

"
Amazon Customer,"
Can't cannect wifi with laptop
",1,"

  Overall phone is good. But the worst part is if u switch on wifi hotspot of phone then its not visible to laptop and computers. whereas it is visible to all other devices. I checked whether it is laptop problem but it's not. laptop shows other devices. Many people using M series facing the same. Tried contacting Samsung Support but they could not solve the problem.

"
Tecboy,"
Defective Phone was been sold
",3,"

  Please don't buy this phone as for me it turned out to be a defective product sold to me as it was not starting when I unbox it. I had to call 5 times to Amazon customer care to ask them to Return/Refund/Exchange this product and they were asking me to keep the phone on charging for 4 hours and then if it doesn't start then they will Return/Refund process as per policy.

"
umesh,"
It's Good Product, not best in class, like other products of Samsung
",2,"

  Thanks Samsung for launching M31.Finger print scanner is responsiveCamera quality is good.Fast charging is not realy fast.I am using M40 and charging speed of M31 is far behind M40.It's heavier than M40.Touchpad need to be improved.As M40 and M31, both are in same price range, I recommend M40

"
Niket Mandalia,"
1 very heat 2 Automatic Switch off  3 hang 4 sensor is not working properly.
",3,"

  1 very heat2 Automatic Switch off3 hang4 sensor is not working properly.

"
Anju Sirsiwal,"
Mobile stop to work after 3days of usage
",1,"

  I have bad experience with the product. I have used this product just for 3days. Bt  my mobile stop to work. We can't charge the mobile.Amazon person  customer care person who is leadership quality head Shivam also did not help with my issue.  He spoke with me very rudly. Amazon is nt a frndly or customer oriented shopping centre. It's just fr money they are running.

"
ranjeet,"
Good Quality
",3,"

  i gift it to my brother and he is happy with this product but unhappy with camera quality as it is new phone i can not write much about performance, yet it is not hanged and running smooth,  apperiance of phone is not as rich as it looks,overall it is value for money.

"
shailesh,"
Speaker problem not working properly
",4,"

  Very slow charging .And just after one month the speaker of mob not working properly & now its stopped working no videos & audio are hearable from speaker,that's why I m writing this review .Really sad after buying this product. Can any one suggest what I can do for my problem of speaker in this lockdown???Hope will get any help from samsung india or Amazon india.

"
surojit das,"
Hang and restarting after every 2-3 mins.
",5,"

  It's been 7 months of i bought phone, now it's keep restarting after every 2-3 mins. I went to nearest store they are saying we need to update software and charged e 300 bucks. Thing is still it's keep restarting. Never suggest to buy any SAMSUNG device.

"
sahabsingh Bisht,"
Samsung m31
",1,"

  Never thought that Samsung would provide such a phone for 17000 rupees.  The phone is very slow. The quality of the 64 MP camera is nothing special.  It takes a long time to launch a game.  The preview of the picture taken shows after a long time.Very poor performance of charging. It takes three plus hours for full charging.it means fast charging features means nothing.😑😔😔

"
semal v.,"
Very disappointing
",1,"

  Very cheap build quality, very weak WI-FI connectivity. Don't choose seeing the number of battery 6000mAh, battery backup is good but i thik there don't have 6000mAh.  If you want only Amoled display and Camera than you can buy, otherwise please go for other brand, they will provide good quality in this price.

"
shiv kumar,"
Not satisfied
",1,"

  Back panel is not fitted properly.. poor quality.. also heating  problems  happened  in just 30 min of using.Also right side of finger sensor  side plastic  panel is little  upside any one can  see it clearly .I replaced  it twice same problem happened  with me.& my friend bought same m31. His phone was awsam .. with proper  fitting  & good quality

"
Prakash,"
Poor product
",3,"

  The phone got hanged  while upgrading the software. Since then it is lying in hanged condition and cannot be used at all. Need to be returned for a replacement or refund.

"
delta academy,"
Worst phone ever
",2,"

  Very worst phone... After month use.. I have facing charging problem. Too slow charge. Answered from service center very rudly and charged 500rs from me they said it's wet phone but it's dry phone but still refuse me and still problem. Disappointed with their service and with this phone. I never purchase sumsung anymore.

"
Ajay P.,"
Worst battery life
",2,"

  Battery life is so worst. when I use this phone for making calls and other work its consume to much battery and I must say I charged again and again its hectic for me...as a personal experience of this phone I recommend all of you whenever u people want to buy Samsungmobile pls be specificwith that product ...so,lastly but not least the battery is not good at all

"
parv,"
Decent Enough Mobile.. But Not for Camera.
",1,"

  The Mobile I couldn't say that the mobile is Best but but it is one of the better phones that can be brought.. I have expected more about camera as it told it has 68MP Camera. But its not up to the expectation. But can be brought.I mainly brought it for higher resolution and zoom but I am not fine with zoom and resolution.

"
Amazon Customer,"
Auto Restarts while using
",1,"

  Everything is good about this phone but only thing that disappoints is that it is restarting automatically while using.

"
shailesh,"
Horrible experience on Amazon.
",4,"

  Battery is drained quickly. Network issue. Don't buy this product from Amazon. I have complaint about this product in Amazon, but from last two month, they didn't return this faulty product and refund my money. Don't buy this product.

"
surojit das,"
Please don't get fooled by the hype! It's not worth it.
",5,"

  Software issues, Always showing that Camera has failed, Even when it's working  the camera isn't focusing. I tried to resolve this issue using customer support, it only helped temporarily and the issue is recurring. I had huge expectations but tbh I am having the worst experience, and now really regretting this purchase.

"
Arindam Roy,"
A bad customer care services
",1,"

  A very bad products that I have buy , after 20 days use the mobile was is in bad condition ,And the charging port was working bad , and did not get charged,I give it to care center for a week , and I did not get it back . They said it is motherbord problem and it took time for atleast 2 to 3 week , A very bad care center

"
srivarshini,"
Screen is very fragile compare to other company mobiles
",1,"

  I ordered this model of mobile earlier... But it has crack on screen... ( I get it replaced thanks to Amazon customer service 👍) So I think it is very fragile item and one has to be very very very careful during use of this product...Screen is very very fragile...Otherwise product is good... I bought it just bcz of ""made in india""...

"
Kamru ansari,"
worst Samsung product - No value for money
",1,"

  worst product and service - if you are buying from the regional area i would advise you to go for other brand - this model is worst to handle moistureits mother board get damaged in just one month though it didn’t touch the water and service centre executive said that it it will not covered in warranty due to the issue in touch due to the water damage.

"
Amazon Customer,"
Good&Bad
",1,"

  Good1.battery life2.mobile weight3.touch sensorBad1.camera (not worth for 64mp)2.low light camera3.finger print sensor (it not working properly some times)4.speed (average games like gardenscapes and angry birds)5.charging speed( i think this is having 15W charger but not difference too much compared to normal charging system)

"
Mahipatsinh Mori,"
Waste or money and Amazon not help you on this
",3,"

  Don't buy this phoneIt's totally waste of money in the same price if you go for another phone so you will find a better phone with who will work faster then this.This Samsung phone is working very slow and when I am trying to call the Amazon to return this phone they denied and also if they transfer the call to the technical team so they also not picked the call

"
9952408883,"
Camera and phone
",1,"

  Phone is  not OK automatically off and camera is not as projected that it is flagship. Samsung should reconsider for this issue of all their devices. zooming is not of good quality. Phone camera 2.5 star only.

"
